analysis,tweet
positif,"['teliti', 'kembang', 'genose', 'menyakini', 'alat', 'anak', 'negeri', 'deteksi', 'varian', 'virus', 'corona', 'karena', 'alat', 'mampu', 'baca', 'hasil', 'metabolisme', 'virus', 'yakin', 'tahu', 'varian', 'genose', 'tesgenosec', 'korona', 'pandemic']"
positif,"['alat', 'tiup', 'genose', 'rapid', 'antigen', 'bandara', 'ngurah', 'rai', 'bal', 'masih', 'dan', 'segel']"
positif,"['lansir', 'tim', 'cek', 'fakta', 'kompas', 'com', 'genose', 'tes', 'deteksi', 'covid', 'milik', 'akurasi', 'cukup', 'yakni', 'rekan', 'rekan', 'cukup', 'dengan', 'hasil', 'muncul', 'selain', 'apabila', 'hasil', 'positif', 'harus', 'laku', 'tes', 'yakni', 'pcr']"
positif,"['a', 'thread', 'tes', 'genose', 'rs', 'sardjito', 'hal', 'sepele', 'tp', 'guna', 'era', 'pandemi', 'apalagi', 'yg', 'rantau', 'butuh', 'refreshing', 'luar', 'kota', 'bagi', 'alam', 'ttg', 'genose', 'tes', 'teman', 'prepare', 'mau', 'laku', 'tes', 'genose', 'jogja', 'genosessrdjito']"
positif,"['min', 'jalan', 'tanggal', 'mei', 'stasiun', 'batang', 'kalong', 'semrang', 'poncol', 'kereta', 'kaligung', 'kamandaka', 'perlu', 'tes', 'genose', 'rapid', 'test', 'antigent', 'syarat', 'berangkat']"
positif,"['permisi', 'min', 'sy', 'rencana', 'kereta', 'maharani', 'dr', 'surabaya', 'pasarturi', 'semarang', 'tawang', 'berangkat', 'jam', 'pagi', 'terlalu', 'pagi', 'operasional', 'tes', 'genose', 'buka', 'boleh', 'sy', 'laku', 'tes', 'genose', 'stasiun', 'sidoarjo', 'kota', 'belum']"
negatif,"['halo', 'admin', 'hasil', 'tes', 'genose', 'kenapa', 'keluar', 'tiap', 'cek', 'hasil', 'sedia', 'terud']"
negatif,"['spya', 'dr', 'keparnoan', 'saat', 'swab', 'gw', 'milih', 'rs', 'swab', 'dokter', 'seinget', 'gw', 'buka', 'alat', 'swabnya', 'ddpn', 'gw', 'sblm', 'dipke', 'mmg', 'lbh', 'mahal', 'dr', 'cm', 'lbh', 'aman', 'apalgi', 'genose', 'ngebayangin', 'gw', 'alat', 'transportasi', 'umum', 'yg', 'orgnya', 'andal', 'genose']"
positif,"['min', 'stasiun', 'semarang', 'tawang', 'poncol', 'genose']"
positif,"['hasil', 'genose', 'tahu', 'per', 'orang', 'menit']"
positif,"['layan', 'tes', 'covid', 'genose', 'stasiun', 'bekas', 'ramai', 'serbu', 'calon', 'mudik']"
positif,"['ndak', 'hanya', 'genose', 'buat', 'tumpang', 'tiket', 'jarak', 'saja']"
positif,"['min', 'tes', 'genose', 'stasiun', 'probolinggo', 'tutup', 'jam', 'ya', 'senin', 'pasuruan', 'tes', 'probolinggo', 'berangkat', 'selasa', 'dari', 'stasiun', 'pasuruan']"
positif,"['selamat', 'malam', 'periksa', 'genose', 'integrasi', 'kai', 'access', 'ini', 'sedia', 'dapat', 'layan', 'stasiun', 'gambir', 'stasiun', 'pasar', 'senen', 'railmin', 'informasi', 'jam', 'operasional', 'rencana', 'datang', 'stasiun']"
positif,"['aku', 'golong', 'swab', 'antigen', 'gt', 'genose']"
negatif,"['min', 'udah', 'sen', 'tiket', 'maharani', 'pasar', 'turi', 'tawang', 'pas', 'order', 'genose', 'penuh', 'yaaa', 'solusi']"
positif,"['selamat', 'malam', 'hasil', 'genose', 'ini', 'kenan', 'stasiun', 'masa', 'laku', 'jam', 'dari', 'ambil', 'sampel', 'trims']"
negatif,"['genose', 'ku', 'positif', 'antigen', 'negatif']"
positif,"['layan', 'genose', 'stasiun', 'kena', 'tarif', 'ribu', 'trims']"
negatif,"['nglegani', 'teman', 'bodoh', 'gagal', 'utbk', 'grgr', 'genose', 'habis', 'mana']"
positif,"['genose', 'antigen', 'akurat', 'sih']"
positif,"['selamat', 'malam', 'layan', 'genose', 'stasiun', 'klaten', 'buka', 'wib', 'antre', 'kondisional', 'sila', 'ke', 'stasiun', 'awal', 'antisipasi', 'padat', 'antre', 'layan', 'genose', 'trims']"
positif,"['april', 'mei', 'ada', 'syarat', 'sikm', 'surat', 'tp', 'syarat', 'tes', 'pcr', 'antigen', 'maks', 'genose', 'wajib', 'berangkat', 'gays']"
positif,"['kak', 'genose', 'ya', 'mau', 'nyebrang', 'bakau', 'sorry', 'nanya']"
positif,"['selamat', 'malam', 'layan', 'genose', 'stasiun', 'yogyakarta', 'buka', 'hari', 'wib', 'antre', 'kondisional', 'trims']"
negatif,"['kiro', 'genose', 'jam', 'tutup', 'cuk', 'bati', 'budal', 'ket', 'awan']"
positif,"['tanya', 'syarat', 'terbang', 'tgl', 'mei', 'pakai', 'surat', 'rapid', 'antigen', 'pcr', 'genose', 'kan']"
positif,"['malam', 'admin', 'tanya', 'tes', 'genose', 'stasiun', 'tugu', 'yogyakarta', 'hari', 'minggu', 'buka', 'iya', 'jam', 'ya']"
positif,"['hasil', 'genose', 'stasiun', 'gak', 'min']"
negatif,"['dr', 'siang', 'selesai', 'barusan', 'gara', 'gara', 'td', 'genose', 'hasil', 'positif', 'degdegan', 'bgt', 'pindah', 'rumah', 'sakit', 'pake', 'swab', 'antibodi', 'alhamdulillah', 'negatif']"
positif,"['buka', 'test', 'besok', 'laku', 'genose', 'jam', 'mepet', 'buka', 'test', 'loc', 'rs', 'jih']"
positif,"['nyobain', 'genose', 'bethesda', 'yogya', 'cepat', 'nyata', 'lama', 'genose', 'stasiun', 'yogya']"
positif,"['halo', 'admin', 'cek', 'dm', 'kena', 'tes', 'genose']"
negatif,"['gua', 'genose', 'kali', 'positif', 'nder', 'lalu', 'habis', 'swab', 'rs', 'puskesmas', 'has', 'negatif', 'dah', 'swab', 'langsung', 'mending']"
positif,"['rektor', 'universitas', 'gadjah', 'mada', 'ugm', 'prof', 'panut', 'mulyono', 'bulan', 'april', 'pihak', 'produksi', 'unit', 'genose']"
positif,"['hasil', 'negatif', 'tes', 'genose', 'stasiun', 'kereta', 'api', 'sampel', 'ambil', 'kurun', 'maksimal', 'jam', 'berangkat', 'trims']"
positif,"['sore', 'admin', 'mw', 'jalan', 'pake', 'antigen', 'apa', 'bs', 'tidk', 'pake', 'genose', 'jarak', 'rumah', 'station', 'jd', 'ndk', 'sempet', 'untuk', 'test', 'genose', 'tp', 'pake', 'antigen']"
positif,"['stasiun', 'kebumen', 'layan', 'tes', 'genose', 'wib', 'antre', 'kondisional', 'tarif', 'rp', 'tumpang', 'imbau', 'sisih', 'yang', 'saat', 'tes', 'genose', 'hindar', 'tinggal', 'ka', 'ada', 'antre', 'trims']"
positif,"['selamat', 'sore', 'laku', 'jalan', 'ka', 'kaligung', 'ini', 'wajib', 'milik', 'rapid', 'test', 'antigen', 'pcr', 'genose', 'trims']"
negatif,"['ge', 'nose', 'alias', 'genose', 'sender', 'adada']"
positif,"['railmin', 'info', 'laku', 'genose', 'ini', 'jam', 'ambil', 'sampel', 'mohon', 'sisih', 'yang', 'untuk', 'laku', 'periksa', 'genose', 'stasiun', 'antisipasi', 'padat', 'antre', 'tinggal', 'ka', 'trims']"
positif,"['bandara', 'internasional', 'minangkabau', 'bim', 'laku', 'test', 'genose', 'tanggal', 'mei', 'itu', 'siswa', 'mtsn', 'padang', 'positif', 'covid', 'saksi', 'informasi', 'lengkap', 'sumatera', 'barat', 'ini', 'wib', 'di', 'tvri', 'mediapemersatubangsa']"
positif,"['selamat', 'sore', 'kak', 'mohon', 'informasi', 'rencana', 'laku', 'genose', 'test', 'stasiun']"
positif,"['antisipasi', 'sebar', 'covid', 'calon', 'tumpang', 'terminal', 'baranangsiang', 'tes', 'genose']"
positif,"['kereta', 'kaligung', 'malang', 'semarang', 'test', 'genose', 'ya']"
positif,"['selamat', 'sore', 'layan', 'genose', 'test', 'stasiun', 'yogyakarta', 'tugu', 'pukul', 'wib', 'antre', 'kondisional', 'operasi', 'hari', 'senin', 'minggu', 'masuk', 'libur', 'nasional', 'trims']"
positif,"['min', 'tes', 'genose', 'stasiun', 'bebas', 'jam', 'ada', 'batas']"
positif,"['tarif', 'layan', 'besar', 'ribu', 'calon', 'tumpang', 'syarat', 'calon', 'tumpang', 'milik', 'kode', 'booking', 'tiket', 'ka', 'jarak', 'dengan', 'status', 'bayar', 'sila', 'laku', 'periksa', 'genose', 'kurun', 'maksimal', 'jam', 'berangkat']"
positif,"['yang', 'maksud', 'laku', 'periksa', 'genose', 'stasiun', 'jember', 'jam', 'operasional', 'wib', 'antre', 'sifat', 'kondisional', 'tumpang', 'kenan', 'rokok', 'makan', 'minum', 'air', 'putih', 'menit', 'periksa', 'sampel', 'napas']"
positif,"['genose', 'nyata', 'mulut', 'gengs', 'ngga', 'hidung']"
positif,"['selamat', 'sore', 'kak', 'tumpang', 'ka', 'jarak', 'dapat', 'vaksin', 'wajib', 'surat', 'terang', 'negatif', 'genose', 'pcr', 'rapid', 'antigen', 'yang', 'masih', 'laku', 'berangkat', 'trims']"
positif,"['stasiun', 'jember', 'min', 'tes', 'genose', 'harus', 'laku', 'berangkat', 'atai', 'di', 'hari', 'belum', 'dam', 'jam', 'operasional', 'layan', 'tes', 'genose', 'jam', 'sampai', 'jam', 'ya']"
positif,"['moga', 'genose', 'blm', 'tutup', 'hasil', 'negatif']"
positif,"['kepala', 'terminal', 'baranangsiang', 'moses', 'lieba', 'ary', 'layan', 'tes', 'genose', 'covid', 'laku', 'antisipasi', 'lonjak', 'tumpang', 'bus']"
positif,"['selamat', 'sore', 'mohon', 'maaf', 'ketidaknyamanannya', 'railmin', 'bantu', 'kece', 'informasi', 'foto', 'barcode', 'periksa', 'genose', 'kode', 'booking', 'tiket', 'dm', 'kak', 'trims']"
positif,"['yang', 'cara', 'tes', 'genose', 'solo']"
positif,"['idak', 'masak', 'ayuk', 'nak', 'test', 'genose', 'besok', 'nak', 'jkt']"
positif,"['selamat', 'sore', 'layan', 'genose', 'test', 'stasiun', 'surabaya', 'gubeng', 'operasi', 'pukul', 'wib', 'antre', 'kondisional', 'tks']"
positif,"['selamat', 'sore', 'calon', 'tumpang', 'ka', 'joglosemarkerto', 'ini', 'wajib', 'hasil', 'negatif', 'genose', 'rapid', 'test', 'antigen', 'pcr', 'informasi', 'lengkap', 'syarat', 'tentu', 'sila', 'cek', 'link', 'trims']"
positif,"['dadak', 'satgas', 'covid', 'laku', 'screening', 'genose', 'unjung', 'warkop', 'kuala', 'ini', 'hasilya']"
positif,"['terminal', 'baranangsiang', 'bogor', 'terap', 'tes', 'genose', 'ini']"
positif,"['jelang', 'larang', 'mudik', 'stasiun', 'pasar', 'senen', 'padat', 'calon', 'mudik', 'masyarakat', 'antre', 'laku', 'tes', 'genose', 'rapid', 'test', 'antigen', 'terminal', 'ii', 'soekarno', 'hatta', 'banten', 'padat', 'tumpang', 'jumat', 'kemarin', 'klik', 'newsone']"
positif,"['selamat', 'sore', 'layan', 'genose', 'test', 'integrasi', 'aplikasi', 'kai', 'access', 'sedia', 'stasiun', 'pasar', 'senen', 'gambir', 'alternatif', 'sila', 'laku', 'langsung', 'stasiun', 'layan', 'mohon', 'informasi', 'rencana', 'laku', 'genose', 'stasiun']"
negatif,"['halo', 'min', 'hasil', 'tes', 'genose', 'ada', 'jam', 'gin', 'test', 'st', 'senen', 'siang', 'jam', 'kereta', 'malam', 'jam', 'senen', 'jogja', 'gimana', 'min']"
positif,"['hai', 'ka', 'kakak', 'tes', 'genose', 'daftar', 'langsung', 'tes', 'sana', 'atau', 'daftar', 'belum']"
positif,"['layan', 'genose', 'test', 'stasiun', 'pasar', 'senen', 'wib', 'nomor', 'antre', 'pukul', 'wib', 'kondisional', 'tumpang', 'imbau', 'sisih', 'yang', 'saat', 'tes', 'genose', 'hindar', 'tinggal', 'ka', 'ada', 'antre', 'trims']"
positif,"['hai', 'min', 'baru', 'ingin', 'beli', 'tiket', 'pas', 'pesan', 'tes', 'genose', 'terang', 'kuota', 'genose', 'habis', 'saya', 'tes', 'genose', 'langsung', 'jalan', 'kah', 'min', 'stasiun', 'gubeng', 'surabaya']"
negatif,"['atur', 'maksud', 'terbang', 'pp', 'dua', 'kali', 'genose', 'yaitu', 'bandara', 'berangkat', 'di', 'bandara', 'balik', 'di', 'hari', 'yang', 'sama', 'lho', 'min', 'kurang', 'jam']"
positif,"['selamat', 'sore', 'layan', 'rapid', 'test', 'antigen', 'genose', 'test', 'stasiun', 'pasar', 'senen', 'wib', 'nomor', 'antre', 'pukul', 'wib', 'kondisional', 'trims']"
positif,"['terminal', 'baranangsiang', 'bogor', 'terap', 'tes', 'genose', 'ini', 'pelaksanaa']"
positif,"['selamat', 'sore', 'tumpang', 'ka', 'tumapel', 'natar', 'penatarandhoho', 'dhohopenataran', 'wajib', 'bawa', 'surat', 'terang', 'genose', 'syarat', 'sila', 'cek', 'link', 'trims']"
positif,"['genose', 'dua', 'bayar', 'lagi']"
positif,"['bandara', 'sim', 'layan', 'tes', 'rapid', 'antigen', 'genose', 'buk']"
positif,"['flight', 'minggu', 'depan', 'mesti', 'cek', 'karena', 'ubah', 'syarat', 'pun', 'udah', 'genose', 'bandara', 'flight']"
positif,"['selamat', 'sore', 'railmin', 'info', 'rencana', 'laku', 'test', 'genose', 'stasiun']"
negatif,"['sandwich', 'generation', 'keluar', 'paksa', 'karena', 'kepala', 'harus', 'kasi', 'makan', 'susah', 'nabung', 'makanya', 'masuk', 'ragu', 'metrik', 'atau', 'hny', 'salah', 'model', 'sosial', 'banyak', 'asumsi', 'genose']"
positif,"['terminal', 'baranangsiang', 'bogor', 'terap', 'tes', 'genose', 'ini', 'lengkapcepatberitanya', 'beritaterkini', 'beritaterkini', 'newsupdate']"
negatif,"['baik', 'tulis', 'flyer', 'jam', 'berangkat', 'maksud', 'jelas', 'harfiah', 'jam', 'menit', 'yang', 'jam', 'menit', 'berangkat', 'bisa', 'genose', 'bandara', 'ya', 'sila', 'refresh', 'ajar', 'bahasa', 'indonesia', 'dahulu']"
positif,"['bandara', 'tambolaka', 'sumba', 'barat', 'daya', 'laku', 'genose', 'tes', 'cepat', 'virus', 'corona', 'corona', 'korona']"
positif,"['sila', 'laku', 'periksa', 'genose', 'pasuk', 'jam', 'berangkat', 'ka', 'tetap', 'sesuai', 'jam', 'layan', 'stasiun', 'kak', 'trims']"
negatif,"['alami', 'ini', 'tgl', 'april', 'paksa', 'utk', 'genose', 'bisa', 'kelar', 'flight', 'tulis', 'jam', 'belum', 'berangkat', 'flyer', 'jadi', 'pedoman', 'tugas', 'interpretasi', 'bingung', 'sempat', 'saya', 'bersitegang', 'tugas']"
positif,"['antri', 'tes', 'genose', 'brp', 'jam', 'mas', 'kl', 'tes', 'pas', 'berangkat', 'waktu', 'ndak']"
positif,"['udah', 'pak', 'genjot', 'produk', 'negeri', 'genjot', 'genose', 'alat', 'test', 'duit', 'muter', 'dlm', 'negeri', 'di', 'buang', 'luar']"
negatif,"['aku', 'kelinci', 'coba', 'genose']"
positif,"['selamat', 'sore', 'mohon', 'maaf', 'kak', 'surat', 'terang', 'hasil', 'genose', 'bisa', 'bagai', 'syarat', 'jalan', 'ka', 'jarak', 'hanya', 'oleh', 'stasiun', 'trims']"
positif,"['antri', 'tes', 'genose', 'jam', 'kak', 'kl', 'tes', 'genose', 'pas', 'cukup', 'ndak']"
positif,"['min', 'kalalu', 'kereta', 'natar', 'dari', 'porong', 'malang', 'wajib', 'tes', 'genose', 'terimakasih']"
positif,"['terminal', 'bus', 'baranangsiang', 'bogor', 'layan', 'tes', 'genose', 'gratis']"
positif,"['pt', 'angkasa', 'pura', 'ii', 'cabang', 'bandara', 'internasional', 'minangkabau', 'bim', 'terap', 'tes', 'covid', 'cara', 'hembus', 'nafas', 'genose', 'hitung', 'mei', 'publisherstory']"
positif,"['yang', 'maksud', 'layan', 'genose', 'stasiun', 'operasi', 'hari', 'kak', 'trims']"
positif,"['halo', 'min', 'tes', 'genose', 'harus', 'laku', 'stasiun', 'misal', 'genose', 'tempat', 'apakah', 'thanks']"
positif,"['railmin', 'info', 'layan', 'test', 'genose', 'stasiun', 'yogyakarta', 'operasi', 'pukul', 'wib', 'antre', 'kondisional', 'di', 'ruang', 'tunggu', 'stasiun', 'belah', 'selatan', 'trims']"
positif,"['selamat', 'sore', 'kakak', 'laku', 'periksa', 'genose', 'belum', 'tanggal', 'berangkat', 'pukul', 'wib', 'waktu', 'berangkat', 'ka', 'guna', 'rencana', 'periksa', 'genose', 'stasiun']"
negatif,"['erick', 'tmpt', 'juga', 'ttp', 'keburu', 'bongkar', 'sebaikx', 'polisi', 'samar', 'calon', 'tumpang', 'transportasi', 'perlu', 'swab', 'antigen', 'genose', 'bisa', 'bahwa', 'di', 'tempat', 'juga', 'srt', 'terang', 'non', 'reaktive', 'test', 'imbal', 'tertt']"
positif,"['halo', 'kak', 'informasi', 'saat', 'belum', 'sedia', 'layan', 'genose', 'bandara', 'soekarno', 'hatta', 'sila', 'pantau', 'sosial', 'media', 'kami', 'cara', 'kait', 'update', 'informasi', 'tks', 'dik']"
negatif,"['dinkes', 'kota', 'bandung', 'ada', 'layan', 'genose', 'teh', 'ada', 'layan', 'test', 'antigen', 'pcr', 'antibodi']"
positif,"['selamat', 'sore', 'kak', 'layan', 'genose', 'stasiun', 'khusus', 'tumpang', 'telah', 'milik', 'kode', 'booking', 'tiket', 'ka', 'jarak', 'dengan', 'status', 'lunas', 'aktif', 'trims']"
positif,"['min', 'barangkali', 'yang', 'kalau', 'dinkes', 'kota', 'bandung', 'genose', 'ya', 'hanya', 'antigen', 'terima', 'kasih']"
positif,"['sore', 'min', 'di', 'terminal', 'soetta', 'ada', 'layan', 'rapid', 'test', 'genose']"
positif,"['sandika', 'abis', 'genose', 'gimana', 'hasil', 'alhamdullilah', 'perempuan']"
positif,"['hallo', 'min', 'genose', 'stasiun', 'kota', 'bandung', 'untuk', 'tumpang', 'kereta', 'boleh', 'tes']"
positif,"['tes', 'rapid', 'antigen', 'genose', 'bim', 'kelola', 'alat', 'tes', 'baru', 'segel']"
positif,"['selamat', 'sore', 'kak', 'saat', 'tumpang', 'ka', 'joglosemarkerto', 'wajib', 'hasil', 'negatif', 'genose', 'rapid', 'test', 'antigen', 'pcr', 'informasi', 'lengkap', 'syarat', 'tentu', 'sila', 'cek', 'link', 'trims']"
positif,"['hindar', 'antri', 'kerumun', 'dihimbau', 'laku', 'genose', 'dari', 'jam', 'jadwal', 'berangkat', 'kereta', 'sesuai', 'masa', 'laku', 'skrining', 'tes', 'covid', 'laku', 'ini', 'trims']"
positif,"['selamat', 'sore', 'layan', 'periksa', 'genose', 'stasiun', 'surabaya', 'gubeng', 'layan', 'pukul', 'wib', 'antre', 'kondisional', 'lokasi', 'di', 'belah', 'rapid', 'antigen', 'indomaret']"
negatif,"['tips', 'siasat', 'genose']"
positif,"['mei', 'tumpang', 'bandara', 'internasional', 'minangkabau', 'tes', 'covid', 'pakai', 'genose', 'via']"
positif,"['min', 'kereta', 'joglosemar', 'kerto', 'harus', 'tes', 'genose', 'slawi', 'kbm', 'thanks', 'info']"
positif,"['asam', 'lambung', 'naik', 'saat', 'ramadan', 'pengaruh', 'hasil', 'genose', 'cara', 'siasat', 'cnnindonesia']"
positif,"['aman', 'genose', 'bisa', 'deteksi', 'covid', 'varian', 'baca', 'lengkap', 'sini', 'covid', 'pandemi', 'pandemic', 'genose', 'news']"
positif,"['genose', 'deteksi', 'covid', 'varian', 'ini', 'teliti', 'jawa', 'covid', 'covid']"
positif,"['bandara', 'sim', 'antigen', 'genose', 'sesuai', 'prosedur']"
positif,"['syarat', 'genose', 'jam', 'bener', 'antigen', 'xjam']"
positif,"['infowisata', 'kawasan', 'wisata', 'lago', 'layan', 'tes', 'genose', 'mei', 'tarif']"
positif,"['mohon', 'sisih', 'yang', 'untuk', 'laku', 'periksa', 'genose', 'stasiun', 'antisipasi', 'padat', 'antre', 'tinggal', 'ka', 'trims']"
positif,"['calon', 'tumpang', 'larang', 'makan', 'minum', 'rokok', 'minum', 'air', 'putih', 'menit', 'periksa', 'sampel', 'napas', 'laku', 'genose', 'ini', 'jam', 'ambil', 'sampel']"
positif,"['kl', 'kmrn', 'surabaya', 'dimintain', 'nder', 'pake', 'genose']"
positif,"['selamat', 'siang', 'layan', 'genose', 'stasiun', 'jombang', 'buka', 'wib', 'antre', 'kondisional', 'tarif', 'ribu', 'syarat', 'tumpang', 'dalam', 'kondisi', 'sehat', 'wajib', 'milik', 'tiket', 'ka', 'jarak', 'yang', 'bayar', 'lunas']"
positif,"['calon', 'tumpang', 'dapat', 'laku', 'tes', 'masih', 'kurun', 'jam', 'berangkat', 'saat', 'alami', 'kendala', 'layan', 'genose', 'rapid', 'test', 'antigen', 'stasiun', 'kak']"
positif,"['selamat', 'siang', 'mohon', 'maaf', 'terima', 'kasih', 'kritik', 'saran', 'sampai', 'jam', 'operasional', 'periksa', 'genose', 'rapid', 'test', 'antigen', 'timbang', 'layan', 'berangkat', 'ka', 'masing', 'stasiun']"
positif,"['selamat', 'siang', 'kak', 'sudah', 'mes', 'tes', 'genose', 'via', 'aplikasi', 'kaiaccess', 'cek', 'menu', 'beranda', 'tes', 'covid', 'trims']"
positif,"['mei', 'layan', 'genose', 'hadir', 'silangit', 'airport']"
positif,"['selamat', 'sore', 'kak', 'layan', 'genose', 'st', 'bandung', 'operasi', 'pukul', 'wib', 'antre', 'kondisional', 'lokasi', 'parkir', 'utara', 'stasiun', 'bandung', 'sila', 'laku', 'periksa', 'genose', 'pasuk', 'jam', 'ka', 'berangkat', 'trims']"
positif,"['tes', 'genose', 'sampel', 'ambil', 'kurun', 'maksimal', 'jam', 'berangkat', 'informasi', 'lengkap', 'syarat', 'sila', 'cek', 'taut', 'trims']"
positif,"['siang', 'min', 'tanya', 'cek', 'kita', 'bayar', 'pesan', 'periksa', 'genose', 'kai', 'access', 'ya', 'thanks']"
positif,"['pulang', 'bogor', 'tgl', 'april', 'kmrn', 'utk', 'tes', 'genose']"
positif,"['selamat', 'siang', 'kak', 'tumpang', 'ka', 'lokal', 'wajib', 'lampir', 'rapid', 'test', 'antigen', 'swab', 'pcr', 'genose', 'informasi', 'syarat', 'tentu', 'sila', 'cek', 'link', 'trims']"
positif,"['mohon', 'laku', 'genose', 'stasiun', 'pasuk', 'jam', 'berangkat', 'ka', 'tetap', 'sesuai', 'jam', 'operasional', 'laku', 'trims']"
positif,"['selamat', 'siang', 'layan', 'genose', 'stasiun', 'bekas', 'layan', 'wib', 'antre', 'kondisional', 'posisi', 'di', 'parkir', 'utara', 'stasiun', 'bekas']"
positif,"['tumpang', 'ka', 'lokal', 'wajib', 'lampir', 'rapid', 'test', 'antigen', 'swab', 'pcr', 'genose', 'informasi', 'syarat', 'tentu', 'sila', 'cek', 'link', 'trims']"
positif,"['siang', 'untuk', 'genose', 'stasiun', 'bandung', 'jam', 'operationalnya', 'jam', 'ya']"
positif,"['selamat', 'siang', 'tumpang', 'ka', 'jayabaya', 'wajib', 'hasil', 'tes', 'negatif', 'genose', 'pcr', 'rapid', 'antigen', 'masih', 'laku', 'lengkap', 'sila', 'cek', 'link']"
positif,"['genose', 'massa', 'berapa', 'ya', 'berangkat', 'tgl']"
positif,"['ka', 'lokal', 'apa', 'wajib', 'pcr', 'swab', 'genose']"
positif,"['susul', 'bandara', 'yia', 'bandara', 'adisutjipto', 'layan', 'periksa', 'genose']"
positif,"['enam', 'stasiun', 'kai', 'divre', 'iii', 'hadir', 'tes', 'genose']"
positif,"['hindar', 'antre', 'kerumun', 'dihimbau', 'laku', 'genose', 'dari', 'jam', 'jadwal', 'berangkat', 'kereta', 'sesuai', 'masa', 'laku', 'skrining', 'tes', 'covid', 'laku', 'ini', 'trims']"
positif,"['selamat', 'siang', 'layan', 'periksa', 'genose', 'stasiun', 'bekas', 'layan', 'pukul', 'wib', 'antre', 'kondisional', 'lokasi', 'di', 'parkir', 'utara']"
negatif,"['anjrit', 'untung', 'genose', 'ini', 'besok', 'udah', 'modar', 'bakal', 'tinggal', 'kereta']"
positif,"['manajemen', 'bandara', 'radin', 'inten', 'ii', 'bahwa', 'alat', 'rapid', 'test', 'antigen', 'genose', 'guna', 'bandara', 'bukan', 'barang', 'bekas', 'pakai', 'prokes', 'genose', 'antigen', 'rapidtest', 'bandara', 'lampostco']"
positif,"['work', 'sini', 'warga', 'probolinggo', 'aku', 'dm', 'tanya', 'genose', 'rapid', 'kerja', 'makasih']"
positif,"['halo', 'min', 'kereta', 'lokal', 'sby', 'malang', 'jayabaya', 'sby', 'malang', 'jg', 'pakai', 'genose']"
positif,"['pemeriksaaan', 'pcr', 'swab', 'antigen', 'antibodi', 'genose', 'bandara', 'hang', 'nadim', 'klinik', 'baloi', 'rs', 'bp', 'batam', 'steril', 'aman', 'netrakepri', 'batam', 'bandara', 'salutpkk', 'viral', 'tiktokbonusid', 'kepri', 'teknologi']"
positif,"['selamat', 'siang', 'test', 'genose', 'jam', 'ini', 'sekarang', 'keluar', 'hasilnyam', 'via', 'scan', 'barcode']"
positif,"['kaa', 'tanya', 'genose', 'stasiun', 'malang', 'antri', 'bangett', 'yaa']"
positif,"['selamat', 'siang', 'saat', 'jalan', 'ka', 'tawangalun', 'tumpang', 'wajib', 'bawa', 'hasil', 'negatif', 'tes', 'genose', 'pcr', 'rapid', 'test', 'antigen', 'informasi', 'lengkap', 'cek', 'link', 'trims']"
positif,"['selamat', 'siang', 'mohon', 'maaf', 'ini', 'sedia', 'layan', 'tes', 'genose', 'stasiun', 'banyuwangi', 'kota', 'alternatif', 'tumpang', 'ka', 'jarak', 'dapat', 'laku', 'periksa', 'genose', 'stasiun', 'ketapang']"
positif,"['minn', 'genose', 'stasiun', 'bekas', 'jam', 'brp', 'sampe', 'jam', 'brp']"
positif,"['surabaya', 'cuman', 'ken', 'tes', 'genose', 'doang']"
positif,"['sampe', 'mnt', 'barusan', 'genose', 'harga', 'stasiun']"
positif,"['nanya', 'layan', 'genose', 'sudah', 'sedia', 'stasiun', 'bekas', 'terima', 'kasih']"
positif,"['bayar', 'rp', 'tes', 'bandara', 'lombok', 'guna', 'tes', 'genose']"
negatif,"['drama', 'genose', 'antigen', 'pcr', 'lagi', 'besok']"
positif,"['mohon', 'maaf', 'sila', 'tunggu', 'hasil', 'surat', 'terang', 'genose', 'kak', 'layan', 'genose', 'st', 'kiaracondong', 'operasi', 'pukul', 'wib', 'antre', 'kondisonal', 'lokasi', 'depan', 'ruang', 'customer', 'service', 'trims']"
positif,"['pesiwit', 'gabisa', 'pake', 'genose', 'ko']"
positif,"['kak', 'terbang', 'jakarta', 'palembang', 'dgn', 'hasil', 'antigen', 'pcr', 'laku', 'jam', 'terbang', 'palembang', 'jakarta', 'dgn', 'hasil', 'antigen', 'laku', 'jam', 'pcr', 'laku', 'jam', 'genose', 'laku', 'hari', 'terbang', 'tks', 'airin']"
positif,"['temen', 'ku', 'april', 'bal', 'perlu', 'genose', 'test', 'si', 'gasalah']"
positif,"['nang', 'td', 'genose', 'positip', 'untung', 'abis', 'tes', 'ulang', 'negatip', 'alat', 'sensitif', 'anjim']"
positif,"['selamat', 'siang', 'railmin', 'tanya', 'stasiun', 'banyuwangi', 'kota', 'sedia', 'layan', 'genose', 'terimakasih']"
positif,"['harga', 'kereta', 'belum', 'masuk', 'biaya', 'genose', 'rp', 'masa', 'laku', 'jam', 'semenjak', 'tes', 'untuk', 'jalur', 'aku', 'rekomendasi', 'lalu', 'jalur', 'lebih', 'dengan', 'transit', 'semarang']"
positif,"['periksa', 'genose', 'hadir', 'stasiun', 'bangkitkanekonominkri']"
positif,"['bawa', 'hasil', 'tes', 'pcr', 'antigen', 'genose', 'laku', 'min', 'prokes', 'super', 'ketat', 'tidak', 'laku']"
